"","AGEGROUP","COUNTRY","value"
"27819","AGE15-19","PAN",0.999454
"27820","AGE15-19","ZMB",0.997454
"27821","AGE20-24","RUS",0.995
"27822","AGE60-64","GTM",0.982734
"27823","AGE40-44","AZE",0.998631
"27824","AGE75-79","NPL",0.901447
"27825","AGE40-44","SYR",0.992572
"27826","AGE50-54","MDV",0.99
"27827","AGE80-84","EST",0.912283
"27828","AGE20-24","MKD",0.99948
"27829","AGE70-74","UZB",0.932729
"27830","AGE35-39","DOM",0.996633
"27831","AGELT1","LVA",0.992008
"27832","AGE95-99","FJI",0.621221
"27833","AGE20-24","PRT",0.999368
"27834","AGE55-59","DEU",0.995454
"27835","AGE40-44","GAB",0.990731
"27836","AGE85-89","KGZ",0.787346
"27837","AGE70-74","NGA",0.932781
"27838","AGE5-9","ZAF",0.999181
"27839","AGE20-24","SWE",0.999771
"27840","AGE65-69","TTO",0.957334
"27841","AGE20-24","KGZ",0.998909
"27842","AGE85-89","ARM",0.821295
"27843","AGE65-69","ARE",0.977399
"27844","AGE35-39","MNE",0.998518
"27845","AGE15-19","SYC",0.999551
"27846","AGE55-59","BLZ",0.99324
"27847","AGE10-14","TTO",0.99939
"27848","AGE55-59","YEM",0.980918
"27849","AGE45-49","BHS",0.996301
"27850","AGE20-24","HND",0.998834
"27851","AGE85-89","ZWE",0.792329
"27852","AGE75-79","ZMB",0.888451
"27853","AGE95-99","CAN",0.757789
"27854","AGE65-69","DZA",0.967355
"27855","AGE55-59","LSO",0.981657
"27856","AGE15-19","ESP",0.999749
"27857","AGE15-19","KAZ",0.999368
"27858","AGE70-74","GRC",0.974713
"27859","AGE45-49","SLE",0.985087
"27860","AGE30-34","TGO",0.993984
"27861","AGELT1","GIN",0.89742
"27862","AGE95-99","IDN",0.527393
"27863","AGE15-19","ALB",0.999
"27864","AGE85-89","CMR",0.738954
"27865","AGE55-59","SEN",0.982
"27866","AGE35-39","LTU",0.998
"27867","AGE80-84","COK",0.907
"27868","AGE85-89","DOM",0.910644
"27869","AGE70-74","SAU",0.964623
"27870","AGE40-44","THA",0.995145
"27871","AGE20-24","AGO",0.995481
"27872","AGE40-44","CYP",0.999278
"27873","AGE65-69","KIR",0.974855
"27874","AGE80-84","RWA",0.822357
"27875","AGE90-94","GAB",0.688015
"27876","AGE10-14","GRC",0.999897
"27877","AGE80-84","TON",0.895353
"27878","AGE20-24","URY",0.998782
"27879","AGE60-64","UGA",0.96611
"27880","AGE95-99","AUT",0.657711
"27881","AGE80-84","DJI",0.836259
"27882","AGE15-19","BLR",0.999395
"27883","AGE70-74","NRU",0.984185
"27884","AGE60-64","LVA",0.96773
"27885","AGE60-64","GEO",0.988544
"27886","AGE45-49","IRL",0.997612
"27887","AGE30-34","COK",0.997647
"27888","AGE50-54","MNG",0.992232
"27889","AGE90-94","MNE",0.751165
"27890","AGE1-4","BLZ",0.998
"27891","AGE85-89","LAO",0.744076
"27892","AGE5-9","UZB",0.999617
"27893","AGE1-4","MDV",0.992959
"27894","AGE85-89","RUS",0.843
"27895","AGE80-84","COK",0.906013
"27896","AGE65-69","YEM",0.966558
"27897","AGE80-84","AGO",0.805009
"27898","AGE1-4","SLB",0.998545
"27899","AGE45-49","FRA",0.996719
"27900","AGE5-9","SGP",0.999774
"27901","AGE1-4","MDG",0.982563
"27902","AGE80-84","LBN",0.857016
"27903","AGE75-79","HND",0.937197
"27904","AGE10-14","BHR",0.999911
"27905","AGE90-94","TGO",0.493198
"27906","AGE45-49","GHA",0.991905
"27907","AGE1-4","KWT",0.999514
"27908","AGE15-19","BIH",0.999813
"27909","AGE75-79","BRA",0.958659
"27910","AGE1-4","STP",0.996067
"27911","AGE40-44","PLW",0.997184
"27912","AGELT1","SLV",0.947253
"27913","AGELT1","GTM",0.943238
"27914","AGE75-79","KAZ",0.904005
"27915","AGE35-39","IDN",0.997419
"27916","AGELT1","MNG",0.972985
"27917","AGE50-54","ECU",0.994153
"27918","AGE5-9","KAZ",0.999524
"27919","AGE70-74","MDG",0.940422
"27920","AGE30-34","MHL",0.996616
"27921","AGE5-9","SVK",0.999828
"27922","AGE40-44","HUN",0.993
"27923","AGE95-99","AGO",0.529
"27924","AGE1-4","ECU",0.999
"27925","AGE40-44","TJK",0.9956
"27926","AGELT1","IRQ",0.960955
"27927","AGE90-94","IND",0.799275
"27928","AGE65-69","GUY",0.95785
"27929","AGE80-84","BHR",0.888421
"27930","AGE10-14","DJI",0.998503
"27931","AGE75-79","ITA",0.961144
"27932","AGE5-9","LTU",1
"27933","AGE1-4","BHS",0.999216
"27934","AGE10-14","LBN",0.999848
"27935","AGE90-94","IRL",0.803884
"27936","AGELT1","JPN",0.995784
"27937","AGE45-49","MNE",0.997288
"27938","AGE95-99","MRT",0.465393
"27939","AGE60-64","MDA",0.979372
"27940","AGE60-64","MDV",0.973
"27941","AGE55-59","KWT",0.9946
"27942","AGE80-84","YEM",0.84
"27943","AGE1-4","GHA",0.986426
"27944","AGELT1","MEX",0.958183
"27945","AGE75-79","CAF",0.88159
"27946","AGE55-59","GTM",0.981729
"27947","AGE20-24","HTI",0.995765
"27948","AGE1-4","WSM",0.999287
"27949","AGE95-99","TON",0.537
"27950","AGE65-69","MCO",0.993731
"27951","AGE1-4","GMB",0.985208
"27952","AGE40-44","PHL",0.994074
"27953","AGE65-69","WSM",0.960822
"27954","AGELT1","LVA",0.987
"27955","AGE35-39","FSM",0.997576
"27956","AGE85-89","PHL",0.834521
"27957","AGE75-79","KAZ",0.888356
"27958","AGE70-74","KIR",0.936029
"27959","AGE70-74","RWA",0.951857
"27960","AGE50-54","TKM",0.99
"27961","AGE90-94","MHL",0.688
"27962","AGE95-99","GAB",0.597842
"27963","AGE90-94","GNQ",0.639741
"27964","AGELT1","ISL",0.997411
"27965","AGE45-49","MDG",0.990241
"27966","AGE50-54","OMN",0.996779
"27967","AGE60-64","CRI",0.989001
"27968","AGE85-89","ZMB",0.780755
"27969","AGE95-99","NPL",0.517899
"27970","AGE65-69","CIV",0.963225
"27971","AGE50-54","GAB",0.991245
"27972","AGE15-19","SLB",0.997964
"27973","AGE1-4","SUR",0.998954
"27974","AGE65-69","PAN",0.982564
"27975","AGE55-59","BFA",0.978001
"27976","AGE80-84","ARM",0.904171
"27977","AGE30-34","ATG",0.997923
"27978","AGE30-34","BTN",0.994245
"27979","AGE60-64","GMB",0.974422
"27980","AGE75-79","URY",0.953378
"27981","AGE10-14","AFG",0.997812
"27982","AGE15-19","MDA",0.99924
"27983","AGE60-64","ISL",0.991373
"27984","AGE80-84","MAR",0.868906
"27985","AGE10-14","BGR",0.999843
"27986","AGE20-24","SVK",0.999233
"27987","AGE95-99","TUR",0.483033
"27988","AGE1-4","GRD",0.999471
"27989","AGE75-79","ETH",0.92215
"27990","AGE40-44","GNQ",0.988424
"27991","AGE15-19","FJI",0.998881
"27992","AGE65-69","GNQ",0.966586
"27993","AGE20-24","CRI",0.998805
"27994","AGE35-39","ERI",0.987925
"27995","AGE55-59","GNB",0.984537
"27996","AGE30-34","BIH",0.998384
"27997","AGE95-99","GRD",0.609064
"27998","AGE95-99","KNA",0.496664
"27999","AGE95-99","SLV",0.821828
"28000","AGE80-84","ZAF",0.889513
"28001","AGE35-39","LVA",0.996872
"28002","AGE15-19","THA",0.999
"28003","AGE35-39","SRB",0.999171
"28004","AGE15-19","EGY",0.999238
"28005","AGE30-34","MLI",0.993778
"28006","AGE80-84","GRC",0.922554
"28007","AGE20-24","POL",0.998968
"28008","AGE90-94","AND",0.84145
"28009","AGE70-74","BDI",0.945058
"28010","AGE65-69","SYC",0.956522
"28011","AGE80-84","MNE",0.934869
"28012","AGE70-74","LVA",0.942088
"28013","AGE1-4","MDA",0.998473
"28014","AGE45-49","ITA",0.998199
"28015","AGE35-39","TLS",0.990267
"28016","AGE55-59","NRU",0.989816
"28017","AGE50-54","ITA",0.9981
"28018","AGE15-19","STP",0.997739
"28019","AGE70-74","UGA",0.942382
"28020","AGE50-54","URY",0.996
"28021","AGE65-69","GBR",0.98995
"28022","AGE55-59","MLI",0.982728
"28023","AGE30-34","GRC",0.999473
"28024","AGE10-14","COK",0.999
"28025","AGE40-44","RWA",0.993934
"28026","AGE35-39","UGA",0.989223
"28027","AGE85-89","ATG",0.906083
"28028","AGE80-84","BIH",0.915743
"28029","AGE70-74","FJI",0.958492
"28030","AGE60-64","MOZ",0.973336
"28031","AGE95-99","GNQ",0.569211
"28032","AGE35-39","TON",0.999068
"28033","AGE65-69","AGO",0.964404
"28034","AGE50-54","SOM",0.988908
"28035","AGELT1","PRY",0.979534
"28036","AGE60-64","BLR",0.986239
"28037","AGE5-9","SLV",0.999712
"28038","AGE40-44","SLV",0.992342
"28039","AGE40-44","PRK",0.997168
"28040","AGE40-44","GTM",0.996833
"28041","AGE40-44","KOR",0.996452
"28042","AGE55-59","PRY",0.993732
"28043","AGE60-64","ESP",0.99358
"28044","AGE80-84","VCT",0.887775
"28045","AGE20-24","GHA",0.996
"28046","AGE35-39","USA",0.998302
"28047","AGE85-89","BEN",0.695773
"28048","AGELT1","FSM",0.971954
"28049","AGE45-49","UGA",0.989894
"28050","AGE40-44","VEN",0.995968
"28051","AGE80-84","KNA",0.868163
"28052","AGE30-34","NLD",0.999078
"28053","AGE60-64","NGA",0.973166
"28054","AGE35-39","COK",0.996142
"28055","AGE90-94","TON",0.728662
"28056","AGE95-99","NGA",0.52944
"28057","AGE1-4","COK",0.998892
"28058","AGE15-19","TUV",0.999136
"28059","AGE90-94","SAU",0.675317
"28060","AGE5-9","ARM",0.999612
"28061","AGE35-39","ESP",0.99955
"28062","AGE80-84","SLB",0.868316
"28063","AGE70-74","STP",0.958454
"28064","AGE45-49","ETH",0.988505
"28065","AGE45-49","SLB",0.995038
"28066","AGE65-69","ISL",0.987745
"28067","AGE15-19","GRD",0.998962
"28068","AGE80-84","LAO",0.846
"28069","AGE10-14","VCT",0.99955
"28070","AGE55-59","VCT",0.989922
"28071","AGE70-74","AND",0.97736
"28072","AGE5-9","BLZ",0.999406
"28073","AGE50-54","NOR",0.996777
"28074","AGE80-84","ECU",0.906467
"28075","AGE45-49","USA",0.997321
"28076","AGE70-74","BLZ",0.971
"28077","AGE5-9","CHN",1
"28078","AGE65-69","NLD",0.990385
"28079","AGE65-69","GEO",0.968812
"28080","AGE90-94","USA",0.826635
"28081","AGELT1","ETH",0.947972
"28082","AGE1-4","GRC",0.99977
"28083","AGE35-39","MOZ",0.982055
"28084","AGE5-9","YEM",0.998
"28085","AGE50-54","LAO",0.983265
"28086","AGE20-24","NZL",0.999167
"28087","AGE35-39","ETH",0.994294
"28088","AGE40-44","MCO",0.996878
"28089","AGE15-19","SLV",0.999079
"28090","AGE70-74","SDN",0.946084
"28091","AGE90-94","MLI",0.573527
"28092","AGE80-84","GNB",0.809525
"28093","AGE55-59","COK",0.992197
"28094","AGE45-49","NZL",0.998373
"28095","AGE75-79","NLD",0.954696
"28096","AGE90-94","ECU",0.765322
"28097","AGE30-34","VCT",0.99695
"28098","AGE80-84","PRY",0.918201
"28099","AGE30-34","BDI",0.993731
"28100","AGE50-54","CMR",0.985606
"28101","AGE10-14","COD",0.996155
"28102","AGE55-59","MHL",0.981
"28103","AGE45-49","PRY",0.996794
"28104","AGE75-79","THA",0.926375
"28105","AGE1-4","SDN",0.989504
"28106","AGE15-19","ARM",0.999629
"28107","AGE75-79","CMR",0.910538
"28108","AGE90-94","BIH",0.851346
"28109","AGE35-39","LBY",0.998945
"28110","AGE80-84","NZL",0.954808
"28111","AGE55-59","NLD",0.995077
"28112","AGE90-94","NER",0.573672
"28113","AGE30-34","BLZ",0.998471
"28114","AGE90-94","GNB",0.592103
"28115","AGE65-69","ZAF",0.939821
"28116","AGE80-84","DNK",0.883606
"28117","AGELT1","THA",0.963329
"28118","AGE35-39","KNA",0.997964
"28119","AGE1-4","KNA",0.998877
"28120","AGE15-19","NGA",0.99628
"28121","AGE75-79","STP",0.926392
"28122","AGE50-54","LBY",0.990624
"28123","AGE85-89","GEO",0.79805
"28124","AGE35-39","GRD",0.998245
"28125","AGE70-74","PRY",0.964417
"28126","AGE40-44","BLZ",0.996237
"28127","AGE50-54","CHL",0.99
"28128","AGE65-69","COK",0.973563
"28129","AGE50-54","LAO",0.99
"28130","AGE5-9","FJI",0.999244
"28131","AGE70-74","DNK",0.980464
"28132","AGE45-49","SSD",0.984
"28133","AGE10-14","BEN",0.997823
"28134","AGE45-49","LVA",0.995615
"28135","AGE5-9","ETH",0.994124
"28136","AGE85-89","SLB",0.791648
"28137","AGE90-94","KOR",0.790258
"28138","AGE60-64","EGY",0.984017
"28139","AGE10-14","FRA",0.999896
"28140","AGE45-49","LBN",0.992636
"28141","AGE20-24","NAM",0.996405
"28142","AGE35-39","ALB",0.998
"28143","AGE35-39","SWZ",0.978287
"28144","AGE90-94","CPV",0.673772
"28145","AGE1-4","DOM",0.99789
"28146","AGE65-69","PHL",0.963622
"28147","AGE95-99","POL",0.714016
"28148","AGE85-89","AGO",0.748
"28149","AGE75-79","TZA",0.928895
"28150","AGE60-64","FJI",0.979922
"28151","AGE75-79","COG",0.914795
"28152","AGE20-24","JPN",0.999218
"28153","AGE75-79","IRQ",0.930908
"28154","AGE10-14","SYR",0.999679
"28155","AGE45-49","URY",0.99741
"28156","AGELT1","ARM",0.951568
"28157","AGE40-44","GRC",0.999176
"28158","AGE95-99","SVN",0.725967
"28159","AGE90-94","MDG",0.731851
"28160","AGE90-94","POL",0.763
"28161","AGE50-54","ZMB",0.963
"28162","AGE85-89","GRD",0.772091
"28163","AGE30-34","SVK",0.999316
"28164","AGE5-9","MHL",0.999639
"28165","AGE10-14","IRL",0.999886
"28166","AGE45-49","BGD",0.99531
"28167","AGE1-4","PER",0.997674
"28168","AGE35-39","MDA",0.998576
"28169","AGE65-69","MUS",0.967229
"28170","AGE20-24","LSO",0.995767
"28171","AGE35-39","ZAF",0.985645
"28172","AGE60-64","IDN",0.974985
"28173","AGE35-39","CRI",0.999116
"28174","AGE5-9","THA",0.9995
"28175","AGE1-4","TJK",0.993723
"28176","AGE55-59","BTN",0.982143
"28177","AGE5-9","SEN",0.997167
"28178","AGE65-69","JAM",0.97816
"28179","AGE5-9","EGY",0.999124
"28180","AGE35-39","GMB",0.993431
"28181","AGE70-74","KNA",0.941469
"28182","AGE35-39","BGR",0.998105
"28183","AGE90-94","AFG",0.638212
"28184","AGE10-14","IRN",0.999368
"28185","AGE90-94","SWZ",0.6968
"28186","AGE45-49","ERI",0.992385
"28187","AGELT1","TCD",0.867242
"28188","AGE75-79","SLE",0.818902
"28189","AGE5-9","BDI",0.992997
"28190","AGE20-24","GHA",0.996314
"28191","AGE70-74","TUR",0.95906
"28192","AGE45-49","MLI",0.990297
"28193","AGE60-64","VNM",0.99186
"28194","AGE1-4","IRN",0.999353
"28195","AGE75-79","MWI",0.897063
"28196","AGE60-64","COD",0.968307
"28197","AGE5-9","PHL",0.999429
"28198","AGE10-14","VNM",0.999443
"28199","AGE40-44","PRT",0.998947
"28200","AGE50-54","DMA",0.996226
"28201","AGE95-99","CHN",0.569188
"28202","AGE35-39","SLB",0.995917
"28203","AGE60-64","LAO",0.976353
"28204","AGE55-59","MLT",0.990243
"28205","AGE15-19","TKM",0.998374
"28206","AGE65-69","SOM",0.955073
"28207","AGE20-24","BEL",0.998693
"28208","AGE65-69","IRL",0.990062
"28209","AGE5-9","TUV",0.998972
"28210","AGE35-39","NRU",0.999475
"28211","AGE95-99","MDA",0.628905
"28212","AGE45-49","GRC",0.998769
"28213","AGE70-74","PLW",0.940591
"28214","AGE85-89","BLZ",0.83
"28215","AGELT1","AND",0.997634
"28216","AGE90-94","BGR",0.749915
"28217","AGE5-9","TKM",0.999
"28218","AGE40-44","BRA",0.997999
"28219","AGE90-94","CAF",0.664493
"28220","AGE30-34","GTM",0.996591
"28221","AGE1-4","FIN",0.999723
"28222","AGE80-84","FRA",0.934752
"28223","AGE75-79","PLW",0.91466
"28224","AGE30-34","SLV",0.99217
"28225","AGE90-94","COL",0.838845
"28226","AGE60-64","IRN",0.987408
"28227","AGE80-84","BLZ",0.868685
"28228","AGE80-84","AFG",0.857262
"28229","AGE60-64","TUV",0.979464
"28230","AGELT1","PAN",0.980365
"28231","AGE95-99","WSM",0.606744
"28232","AGE35-39","CHN",0.998913
"28233","AGE15-19","IDN",0.998448
"28234","AGE1-4","AUT",0.999567
"28235","AGE70-74","TZA",0.956436
"28236","AGE55-59","LTU",0.97929
"28237","AGE20-24","DEU",0.999795
"28238","AGE5-9","ECU",0.999347
"28239","AGE30-34","MEX",0.996952
"28240","AGE75-79","GAB",0.914995
"28241","AGE65-69","IRN",0.973418
"28242","AGE60-64","BEN",0.97297
"28243","AGE70-74","AUT",0.987423
"28244","AGE80-84","MCO",0.917094
"28245","AGE60-64","IRQ",0.987
"28246","AGE70-74","MAR",0.946288
"28247","AGE15-19","LKA",0.999457
"28248","AGE30-34","GUY",0.993643
"28249","AGE45-49","DJI",0.98991
"28250","AGE95-99","BEL",0.61954
"28251","AGE65-69","MLT",0.985465
"28252","AGE1-4","MRT",0.995023
"28253","AGE90-94","KIR",0.691948
"28254","AGE65-69","TJK",0.963551
"28255","AGE1-4","KEN",0.990281
"28256","AGE15-19","UKR",0.999612
"28257","AGE10-14","CHE",0.999803
"28258","AGE80-84","BFA",0.805028
"28259","AGE75-79","MYS",0.900566
"28260","AGE1-4","DJI",0.993432
"28261","AGE95-99","KAZ",0.522126
"28262","AGE95-99","ALB",0.400806
"28263","AGE50-54","CHE",0.994755
"28264","AGELT1","SYC",0.986973
"28265","AGE20-24","ATG",0.999512
"28266","AGE15-19","ECU",0.998516
"28267","AGE45-49","ALB",0.997218
"28268","AGE85-89","CZE",0.843085
"28269","AGE80-84","DEU",0.925415
"28270","AGE20-24","PLW",0.999308
"28271","AGE35-39","UGA",0.97178
"28272","AGELT1","MHL",0.949475
"28273","AGELT1","PRK",0.975471
"28274","AGELT1","MKD",0.994635
"28275","AGE45-49","LTU",0.996
"28276","AGE35-39","SAU",0.99923
"28277","AGE55-59","RUS",0.988498
"28278","AGE80-84","IRL",0.869354
"28279","AGE30-34","CHL",0.997921
"28280","AGE80-84","TUR",0.902088
"28281","AGE60-64","MRT",0.976141
"28282","AGE65-69","CHE",0.991065
"28283","AGE20-24","NIU",0.999128
"28284","AGE65-69","COG",0.962007
"28285","AGE45-49","MRT",0.994
"28286","AGE10-14","DOM",0.999646
"28287","AGE90-94","TZA",0.634736
"28288","AGE1-4","ZWE",0.993437
"28289","AGE55-59","PAN",0.992338
"28290","AGE45-49","SOM",0.988587
"28291","AGE35-39","MDA",0.995515
"28292","AGE5-9","TZA",0.99711
"28293","AGE15-19","ISL",0.99983
"28294","AGE85-89","LKA",0.877814
"28295","AGE1-4","AGO",0.974818
"28296","AGE30-34","SGP",0.999549
"28297","AGE60-64","ATG",0.984685
"28298","AGE50-54","CIV",0.982146
"28299","AGE75-79","BEL",0.958563
"28300","AGE80-84","SSD",0.785317
"28301","AGE15-19","AUT",0.999573
"28302","AGE45-49","PHL",0.995393
"28303","AGE70-74","KEN",0.956833
"28304","AGE15-19","CHL",0.999714
"28305","AGE1-4","RUS",0.998992
"28306","AGE90-94","SVK",0.685798
"28307","AGE10-14","LUX",0.999959
"28308","AGE75-79","PHL",0.900652
"28309","AGE5-9","LKA",0.999662
"28310","AGE45-49","NPL",0.995135
"28311","AGE50-54","BHR",0.996033
"28312","AGE40-44","GBR",0.998065
"28313","AGE40-44","SVK",0.998808
"28314","AGE35-39","ALB",0.99851
"28315","AGELT1","EST",0.985527
"28316","AGE60-64","KEN",0.982384
"28317","AGE45-49","KIR",0.993716
"28318","AGE35-39","MDG",0.994942
"28319","AGE20-24","BFA",0.994425
"28320","AGE45-49","HTI",0.988343
"28321","AGE90-94","GRC",0.800637
"28322","AGE85-89","BEL",0.896993
"28323","AGE35-39","HND",0.995488
"28324","AGE15-19","YEM",0.99784
"28325","AGE55-59","MUS",0.980235
"28326","AGE20-24","TGO",0.996229
"28327","AGE70-74","JOR",0.948
"28328","AGE65-69","JPN",0.985097
"28329","AGE1-4","PLW",0.998782
"28330","AGE40-44","NIU",0.996
"28331","AGE75-79","KHM",0.956187
"28332","AGE90-94","LBR",0.578392
"28333","AGE45-49","CPV",0.992518
"28334","AGE35-39","BGD",0.997055
"28335","AGE40-44","EST",0.998664
"28336","AGE85-89","PRT",0.907805
"28337","AGE20-24","UZB",0.999291
"28338","AGE45-49","HTI",0.991114
"28339","AGE30-34","URY",0.998325
"28340","AGE90-94","CYP",0.716859
"28341","AGELT1","AZE",0.942697
"28342","AGE75-79","JOR",0.923113
"28343","AGE90-94","AZE",0.740125
"28344","AGE75-79","BRN",0.921189
"28345","AGE80-84","QAT",0.901762
"28346","AGE85-89","BOL",0.774664
"28347","AGE45-49","TJK",0.995131
"28348","AGE30-34","VUT",0.997958
"28349","AGE30-34","MWI",0.982417
"28350","AGELT1","TZA",0.919507
"28351","AGE75-79","ARG",0.965452
"28352","AGE65-69","BFA",0.956655
"28353","AGE40-44","GIN",0.993028
"28354","AGE90-94","FRA",0.818666
"28355","AGE65-69","PNG",0.96202
"28356","AGE50-54","UZB",0.993273
"28357","AGE90-94","IRQ",0.716943
"28358","AGE85-89","SLE",0.645757
"28359","AGE20-24","RUS",0.999274
"28360","AGE45-49","SUR",0.995322
"28361","AGE60-64","BRA",0.981387
"28362","AGE65-69","MKD",0.978096
"28363","AGE45-49","COK",0.992
"28364","AGE30-34","MKD",0.999424
"28365","AGE95-99","URY",0.740489
"28366","AGE30-34","OMN",0.998157
"28367","AGE80-84","DOM",0.929909
"28368","AGE15-19","SUR",0.999154
"28369","AGE55-59","TTO",0.980672
"28370","AGE85-89","COG",0.783661
"28371","AGE90-94","BGD",0.784534
"28372","AGE60-64","KAZ",0.983318
"28373","AGE90-94","SWE",0.800332
"28374","AGE95-99","PNG",0.589298
"28375","AGE80-84","TGO",0.83247
"28376","AGE90-94","EST",0.816647
"28377","AGE15-19","VNM",0.998897
"28378","AGE10-14","SSD",0.997077
"28379","AGE60-64","CAN",0.983359
"28380","AGE45-49","ZWE",0.98387
"28381","AGE35-39","WSM",0.998191
"28382","AGE30-34","CUB",0.998724
"28383","AGE35-39","ZWE",0.990079
"28384","AGE55-59","BGD",0.987267
"28385","AGE65-69","EST",0.967466
"28386","AGELT1","AZE",0.971958
"28387","AGE90-94","RWA",0.723262
"28388","AGE1-4","SVN",0.999654
"28389","AGE65-69","THA",0.963
"28390","AGE95-99","JOR",0.613849
"28391","AGELT1","CYP",0.991066
"28392","AGE55-59","CUB",0.989686
"28393","AGE40-44","KHM",0.994141
"28394","AGE65-69","MNG",0.944371
"28395","AGE90-94","ZMB",0.668309
"28396","AGE60-64","GHA",0.98
"28397","AGE20-24","MUS",0.999082
"28398","AGE75-79","ROU",0.928045
"28399","AGE20-24","MRT",0.996
"28400","AGE5-9","URY",0.999821
"28401","AGE85-89","OMN",0.864517
"28402","AGE60-64","BHR",0.978696
"28403","AGE70-74","SUR",0.98114
"28404","AGE20-24","IRL",0.999624
"28405","AGELT1","HUN",0.985
"28406","AGE75-79","LTU",0.961297
"28407","AGE50-54","MEX",0.994548
"28408","AGE15-19","NPL",0.997897
"28409","AGE55-59","CAF",0.977353
"28410","AGE90-94","BFA",0.59303
"28411","AGE10-14","MDV",0.999536
"28412","AGE95-99","DMA",0.743322
"28413","AGE35-39","URY",0.998964
"28414","AGE45-49","MDV",0.99776
"28415","AGE30-34","MMR",0.996666
"28416","AGE65-69","SVN",0.968312
"28417","AGE30-34","DMA",0.997382
"28418","AGE65-69","BRB",0.979904
"28419","AGE50-54","HUN",0.9935
"28420","AGE65-69","BGD",0.975085
"28421","AGE10-14","AZE",0.999561
"28422","AGE60-64","CZE",0.968511
"28423","AGE45-49","PNG",0.98901
"28424","AGE60-64","AFG",0.970713
"28425","AGE60-64","SLE",0.961957
"28426","AGE30-34","NIC",0.99897
"28427","AGE10-14","CAF",0.99609
"28428","AGE20-24","YEM",0.997209
"28429","AGE65-69","MMR",0.967774
"28430","AGE60-64","TCD",0.972581
"28431","AGE1-4","CAF",0.983929
"28432","AGE90-94","BRN",0.759681
"28433","AGE40-44","VNM",0.996
"28434","AGE45-49","MYS",0.994943
"28435","AGELT1","VUT",0.98653
"28436","AGE10-14","HND",0.999269
"28437","AGE1-4","QAT",0.999173
"28438","AGE90-94","BRA",0.82339
"28439","AGE80-84","NIC",0.902719
"28440","AGE35-39","IRL",0.998768
"28441","AGE5-9","MLT",1
"28442","AGE85-89","CYP",0.879379
"28443","AGE95-99","OMN",0.810073
"28444","AGE20-24","AZE",0.999136
"28445","AGE75-79","CUB",0.954089
"28446","AGE30-34","ARE",0.999222
"28447","AGE1-4","DMA",0.999692
"28448","AGE80-84","MYS",0.886968
"28449","AGELT1","ARE",0.98724
"28450","AGE95-99","FIN",0.706181
"28451","AGE70-74","KGZ",0.95955
"28452","AGE1-4","SLE",0.97099
"28453","AGE15-19","PAK",0.997983
"28454","AGE80-84","UZB",0.913
"28455","AGE30-34","FIN",0.998547
"28456","AGE75-79","MKD",0.94174
"28457","AGE75-79","PRT",0.949936
"28458","AGE10-14","ARG",0.999652
"28459","AGE1-4","CZE",0.999595
"28460","AGE85-89","SEN",0.707
"28461","AGE75-79","UZB",0.91555
"28462","AGE45-49","GHA",0.99
"28463","AGE15-19","MHL",0.999
"28464","AGE60-64","PAK",0.981904
"28465","AGELT1","ARG",0.983767
"28466","AGE75-79","MUS",0.936884
"28467","AGE1-4","MWI",0.969446
"28468","AGE10-14","NIC",0.99965
"28469","AGE70-74","BRA",0.959209
"28470","AGE45-49","CPV",0.995694
"28471","AGE70-74","MYS",0.941818
"28472","AGE20-24","NIC",0.998752
"28473","AGE35-39","KGZ",0.998019
"28474","AGE75-79","AZE",0.940187
"28475","AGE40-44","TTO",0.997422
"28476","AGE95-99","GHA",0.371293
"28477","AGE1-4","BGD",0.988416
"28478","AGE80-84","PAK",0.870755
"28479","AGE90-94","MUS",0.833093
"28480","AGE1-4","ROU",0.998426
"28481","AGE20-24","URY",0.998
"28482","AGE50-54","BWA",0.968972
"28483","AGE10-14","PNG",0.99891
"28484","AGE50-54","GHA",0.986683
"28485","AGE30-34","TTO",0.99842
"28486","AGE45-49","PAK",0.994078
"28487","AGE10-14","MMR",0.998585
"28488","AGE5-9","BRB",0.999741
"28489","AGE55-59","MKD",0.987181
"28490","AGE85-89","MUS",0.893081
"28491","AGE40-44","BRB",0.998583
"28492","AGE55-59","VUT",0.987157
"28493","AGE70-74","LBR",0.929943
"28494","AGE85-89","MDV",0.818623
"28495","AGE80-84","LVA",0.858
"28496","AGELT1","LSO",0.93518
"28497","AGE70-74","VNM",0.948
"28498","AGE10-14","MWI",0.997443
"28499","AGE75-79","COM",0.887584
"28500","AGE95-99","MNG",0.568275
"28501","AGE70-74","DJI",0.949642
"28502","AGE90-94","ATG",0.754717
"28503","AGE45-49","LKA",0.98914
"28504","AGE30-34","TKM",0.994928
"28505","AGE20-24","TJK",0.998992
"28506","AGE50-54","KGZ",0.985
"28507","AGE65-69","MMR",0.959915
"28508","AGE85-89","MHL",0.784364
"28509","AGE50-54","MDG",0.988511
"28510","AGE35-39","AZE",0.998025
"28511","AGE5-9","SVN",0.999885
"28512","AGE90-94","VCT",0.780546
"28513","AGELT1","SGP",0.99719
"28514","AGE80-84","AFG",0.835811
"28515","AGE65-69","KAZ",0.965798
"28516","AGE40-44","FRA",0.996724
"28517","AGE65-69","NRU",0.9704
"28518","AGE1-4","POL",1
"28519","AGE30-34","THA",0.99876
"28520","AGE70-74","MKD",0.954707
"28521","AGE95-99","SMR",0.59184
"28522","AGE75-79","SDN",0.915291
