region,ISO_code,country,year,vaccine,grade,agegroup,sex,target,reached,Other_intervention,InfoSource
EMR,SYR,Syrian Arab Republic (the),2011,Men ACWY,Grade1,6y,both,,,,
EMR,SYR,Syrian Arab Republic (the),2012,Td,Grade6,12y,both,,,,
EMR,SYR,Syrian Arab Republic (the),2012,Men ACWY,Grade1,6y,both,,,,
EMR,SYR,Syrian Arab Republic (the),2012,OPV,Grade1,6y,both,,,,
EMR,SYR,Syrian Arab Republic (the),2012,DT,Grade1,6y,both,,,,
EMR,SYR,Syrian Arab Republic (the),2013,Td,Grade6,12y,both,,,,
EMR,SYR,Syrian Arab Republic (the),2013,DT,Grade1,6y,both,,,,
EMR,SYR,Syrian Arab Republic (the),2013,OPV,Grade1,6y,both,,,,
EMR,SYR,Syrian Arab Republic (the),2013,Men ACWY,Grade1,6y,both,,,,
EMR,SYR,Syrian Arab Republic (the),2014,DT,Grade1,6y,both,,,,
EMR,SYR,Syrian Arab Republic (the),2014,Men ACWY,Grade1,6y,both,,,,
EMR,SYR,Syrian Arab Republic (the),2014,OPV,Grade1,6y,both,,,,
EMR,SYR,Syrian Arab Republic (the),2014,Td,Grade6,12y,both,,,,
EMR,TUN,Tunisia,2008,vaccin anti-Rub_oleux,6eme ann_e de base,,f_minin,85671,83701,examen m_dical,
EMR,TUN,Tunisia,2008,vaccin anti-Rougeole,1ere ann_e de base,,mixte,156207,154645,,
EMR,TUN,Tunisia,2008,VPO,3eme ann_e secondaire,,mixte,109912,106065,examen m_dical,
EMR,TUN,Tunisia,2008,d.T.,6eme ann_e de base,,mixte,178025,173574,examen m_dical,
EMR,TUN,Tunisia,2008,VPO,6eme ann_e de base,,mixte,178025,176574,,
EMR,TUN,Tunisia,2008,d.T.,2eme  ann_e de base,,mixte,160480,158875,,
EMR,TUN,Tunisia,2008,d.T.,3eme ann_e secondaire,,mixte,109912,106065,,
EMR,TUN,Tunisia,2008,VPO,1ere ann_e de base,,mixte,156207,154645,examen m_dical,
EMR,TUN,Tunisia,2009,Rougeole,,,mixte,164000,161400,,
EMR,TUN,Tunisia,2009,VPO,"1, 6 et 12",,mixte,467000,458000,,
EMR,TUN,Tunisia,2009,Rub_ole,,,f_minin,87800,83500,,
EMR,TUN,Tunisia,2009,d.T,"2, 6 et 12",,mixte,478000,469000,,
EMR,TUN,Tunisia,2010,d.T,"2, 6 et 12",,mixte,463871,453510,,
EMR,TUN,Tunisia,2010,VPO,"1, 6 et 12",,mixte,458091,447845,,
EMR,TUN,Tunisia,2010,Rougeole,,,mixte,177626,174080,,
EMR,TUN,Tunisia,2010,Rub_ole,,,f_minin,84649,82109,,
EMR,TUN,Tunisia,2011,VPO,"1, 6 et 12",,mixte,413961,405681,,
EMR,TUN,Tunisia,2011,d.T,"2, 6 et 12",,mixte,417342,405681,,
EMR,TUN,Tunisia,2011,Rougeole,,,mixte,162323,159077,,
EMR,TUN,Tunisia,2011,Rub_ole,,,f_minin,75015,72014,,
EMR,TUN,Tunisia,2012,Bivalent: Rougeole et Rub_ole,1_re et 6me primaire,"6A, 12A",mixte,327972,316407,,
EMR,TUN,Tunisia,2012,d.T,2me et 6me primaire+ 3me secondaire,"7A, 12A,18A",mixte,417561,401849,,
EMR,TUN,Tunisia,2012,VPO,1_re et 6me primaire+ 3me secondaire,"6A, 12A,18A",mixte,430588,413992,,
EMR,TUN,Tunisia,2013,d.T,2me et 6me primaire+ 3me secondaire,"7A, 12A,18A",mixte,423104,365522,,
EMR,TUN,Tunisia,2013,VPO,1_re et 6me primaire+ 3me secondaire,"6A, 12A,18A",mixte,433883,382824,,
EMR,TUN,Tunisia,2013,Bivalent: Rougeole et Rub_ole,1_re et 6me primaire,"6A, 12A",mixte,333063,285989,,
EMR,TUN,Tunisia,2014,Rougeole-Rub_ole,1_re et 6me primaire,"6A, 12A",mixte,344992,342733,,
EMR,TUN,Tunisia,2014,d.T,2me et 6me primaire+ 3me secondaire,"7A, 12A,18A",mixte,426632,421928,,
EMR,TUN,Tunisia,2014,VPO,1_re et 6me primaire+ 3me secondaire,"6A, 12A,18A",mixte,437753,433346,,
EMR,ARE,United Arab Emirates (the),2010,Td Adult Grade 11,Grade 11,15-16y,both,10871,10831,,
EMR,ARE,United Arab Emirates (the),2010,Rubella -Grade9,Grade9,13-14 y,female,7787,7778,,
EMR,ARE,United Arab Emirates (the),2010,OPV-Grade1,grade 1,5-6y,both,15893,15794,,
EMR,ARE,United Arab Emirates (the),2010,DT-Grade1,Grade1,5-6y,both,15913,15814,,
EMR,ARE,United Arab Emirates (the),2010,MMR- grade1,Grade1,5-6y,both,15740,15641,,
EMR,ARE,United Arab Emirates (the),2012,DT-GRADE 1,GRADE 1,5-6Y,BOTH,22000,13884,,
EMR,ARE,United Arab Emirates (the),2012,RUBELLA-GRADE 9,GRADE 9,13-14 Y,FEMALES,9800,9876,,
EMR,ARE,United Arab Emirates (the),2012,MMR-GRADE 1,GRADE 1,5-6Y,BOTH,22000,23203,,
EMR,ARE,United Arab Emirates (the),2012,OPV-GRADE1,GRADE 1,5-6Y,BOTH,22000,22218,,
EMR,ARE,United Arab Emirates (the),2012,Td ADULT GRADE11,GRADE 11,15-16Y,BOTH,12000,13884,,
EMR,ARE,United Arab Emirates (the),2014,DTaP-GRADE 1,GRADE 1,5-6Y,both,38526,36682,,
EMR,ARE,United Arab Emirates (the),2014,Td ADULT GRADE11,GRADE 11,15-16Y,both,18247,17894,,
EMR,ARE,United Arab Emirates (the),2014,OPV-GRADE1,GRADE 1,5-6Y,both,38526,36682,,
EMR,ARE,United Arab Emirates (the),2014,MMR-GRADE 1,GRADE 1,5-6Y,both,36172,35829,,
EMR,PSE,West Bank and Gaza,2010,Td,9th,15 years,both,91357,90792,nothing,
EMR,PSE,West Bank and Gaza,2010,RUBELLA,6th,12 years,female,49072,48816,nothing,
EMR,PSE,West Bank and Gaza,2010,DT,first,6 years,both,100326,99463,nothing,
EMR,PSE,West Bank and Gaza,2010,OPV,first,6 years,both,100326,99463,nothing,
EUR,AND,Andorra,2008,HB,,13-14,both,,,,
EUR,AND,Andorra,2009,HB,,13-14,both,,,,
EUR,AND,Andorra,2010,HB,,13-14,,,,,
EUR,AND,Andorra,2011,HB,,13-14,both,,,,
EUR,AND,Andorra,2012,HB,,13-14,both,,,,
EUR,AND,Andorra,2013,HB,,13-14,both,,,,
EUR,AUT,Austria,2008,dTIPV,school entrance,7th life year,both,79464,42294,,
EUR,AUT,Austria,2008,dTP,school end,15th life year,both,99884,40235,,
EUR,AUT,Austria,2008,HepB (school-booster or catch-up),,Y 12-13,both,,,,
EUR,AUT,Austria,2008,MMR (catch-up),,NR just catch-up,both,,,,
EUR,AUT,Austria,2009,dTIPV,school entrance,7th life year,both,82124,41501,,
EUR,AUT,Austria,2009,dTP,school end,15th life year,both,98982,36066,,
EUR,AUT,Austria,2009,HepB (school-booster or catch-up),,Y 12-13,both,,,,
EUR,AUT,Austria,2009,MMR (catch-up),,NR just catch-up,both,,,,
EUR,AUT,Austria,2014,dTaP-IPV,,Y7,both,,,,
EUR,AUT,Austria,2014,HPV,,Y9; +M6,both,,,,
EUR,AUT,Austria,2014,Hep B,,Y13,both,,,,
EUR,AUT,Austria,2014,Men ACWY,,Y12,both,,,,
EUR,BLR,Belarus,2008,__-_,6 _____,11 ___,both,89461,87159,,
EUR,BLR,Belarus,2008,___,1 _____,6 ___,both,88909,88290,,
EUR,BLR,Belarus,2008,___,2 _____,7 ___,both,21600,21381,,
EUR,BLR,Belarus,2008,___,1 _____,6 ___,both,86762,85995,,
EUR,BLR,Belarus,2008,___,8 _____,13 ___,both,116834,113921,,
EUR,BLR,Belarus,2008,___-_,11 _____,16 ___,both,124397,123307,,
EUR,BLR,Belarus,2008,___,2 _____,7 ___,both,89216,88542,,
EUR,BLR,Belarus,2009,___,8 _____,13 ___,both,94272,90987,,
EUR,BLR,Belarus,2009,___,2 _____,7 ___,both,16373,16171,,
EUR,BLR,Belarus,2009,___-_,11 _____,16 ___,both,112378,111248,,
EUR,BLR,Belarus,2009,__-_,6 _____,11 ___,both,91221,89618,,
EUR,BLR,Belarus,2009,___,1 _____,6 ___,both,86020,81715,,
EUR,BLR,Belarus,2009,___,1 _____,6 ___,both,87007,86049,,
EUR,BLR,Belarus,2009,___,2 _____,7 ___,both,86939,86184,,
EUR,BLR,Belarus,2010,__-_,6 _____,11 ___,both,91820,91057,,
EUR,BLR,Belarus,2010,___,2 _____,7 ___,both,12768,12627,,
EUR,BLR,Belarus,2010,___,2 _____,7 ___,both,88292,87467,,
EUR,BLR,Belarus,2010,___-_,11 _____,16 ___,both,106351,105540,,
EUR,BLR,Belarus,2010,___,1 _____,6 ___,both,87743,86970,,
EUR,BLR,Belarus,2010,___,8 _____,13 ___,both,93046,88231,,
EUR,BLR,Belarus,2010,___,1 _____,6 ___,both,90114,89447,,
EUR,BLR,Belarus,2011,___,1 _____,6 ___,both,89378,88776,,
EUR,BLR,Belarus,2011,___,1 _____,6 ___,both,89539,88894,,
EUR,BLR,Belarus,2011,___,2 _____,7 ___,both,14085,14040,,
EUR,BLR,Belarus,2011,___,8 _____,13 ___,both,89228,88924,,
EUR,BLR,Belarus,2011,___-_,11 _____,16 ___,both,100237,99734,,
EUR,BLR,Belarus,2011,__-_,6 _____,11 ___,both,90492,89657,,
EUR,BLR,Belarus,2011,___,2 _____,7 ___,both,88365,87835,,
EUR,BLR,Belarus,2012,___,2 _____,7 ___,___,13004,12956,,
EUR,BLR,Belarus,2012,___-_,11 _____,16 ___,___,91508,90583,,
EUR,BLR,Belarus,2012,__-_,6 _____,11 ___,___,88525,87763,,
EUR,BLR,Belarus,2012,___,2 _____,7 ___,___,89158,88383,,
EUR,BLR,Belarus,2012,___,1 _____,6 ___,___,92720,90318,,
EUR,BLR,Belarus,2012,___,1 _____,6 ___,___,93151,91697,,
EUR,BLR,Belarus,2012,___,8 _____,13 ___,___,31211,31067,,
EUR,BLR,Belarus,2013,___-_,11 _____,16 ___,___,88988,88402,,
EUR,BLR,Belarus,2013,___,1 _____,6 ___,___,99854,99027,,
EUR,BLR,Belarus,2013,___,1 _____,6 ___,___,100786,99432,,
EUR,BLR,Belarus,2013,___,2 _____,7 ___,___,88861,88099,,
EUR,BLR,Belarus,2013,___,2 _____,7 ___,___,5429,5406,,
EUR,BLR,Belarus,2013,__-_,6 _____,11 ___,___,85252,84277,,
EUR,BLR,Belarus,2014,___-_,11 _____,16 ___,___,89625,88219,,
EUR,BLR,Belarus,2014,___,2 _____,7 ___,___,4193,40075,,
EUR,BLR,Belarus,2014,___,2 _____,7 ___,___,100933,98522,,
EUR,BLR,Belarus,2014,___,1 _____,6 ___,___,104504,101930,,
EUR,BLR,Belarus,2014,___,1 _____,6 ___,___,108026,105299,,
EUR,BLR,Belarus,2014,__-_,6 _____,11 ___,___,86055,84062,,
EUR,BEL,Belgium,2009,IPV,,,,,,,
EUR,BEL,Belgium,2009,MMR2,,,,,,,
EUR,BEL,Belgium,2009,DTPa,,,,,,,
EUR,BEL,Belgium,2009,DTPa,,,,,,,
EUR,BEL,Belgium,2010,,,,,,,,
EUR,BEL,Belgium,2010,TT,,,,,,,
EUR,BEL,Belgium,2010,IPVpolio,,,,,,,
EUR,BEL,Belgium,2010,Pertussis,,,,,,,
EUR,BEL,Belgium,2010,Diphtheriae,,,,,,,
EUR,BEL,Belgium,2010,Diphtheriae,,,,,,,
EUR,BEL,Belgium,2010,MMR2,,,,,,,
EUR,BEL,Belgium,2010,Pertussis,,,,,,,
EUR,BEL,Belgium,2010,Mumps 2,,,,,,,
EUR,BEL,Belgium,2010,TT,,,,,,,
EUR,BEL,Belgium,2010,,,,,,,,
EUR,BEL,Belgium,2010,,,,,,,,
EUR,BEL,Belgium,2012,Diphtheriae (combined vaccine),,14-16 years,,,,,
EUR,BEL,Belgium,2012,IPVpolio (tetravalent vaccine),,5-7 years,,,,,
EUR,BEL,Belgium,2012,TT (Tetravalent vaccine),,5-7 years,,,,,
EUR,BEL,Belgium,2012,Pertussis (combined vaccine),,14-16 years,,,,,
EUR,BEL,Belgium,2012,TT (combined vaccine),,14-16 years,,,,,
EUR,BEL,Belgium,2012,Diphtheriae (tetravalent vaccine),,5-7 years,,,,,
EUR,BEL,Belgium,2012,Mumps2 ((combined vaccine),,10-13 years,,,,,
EUR,BEL,Belgium,2012,Pertussis (tetravalent vaccine),,5-7 years,,,,,
EUR,BEL,Belgium,2012,MMR2 (combined vaccine),,10-13 years,,,,,
EUR,BEL,Belgium,2013,Rubella2,,10-13 years,both,,,,
EUR,BEL,Belgium,2013,HPV1-2-3,,10-13 years,female,,,,
EUR,BEL,Belgium,2013,Diphtheriae,,5-7 years,both,,,,
EUR,BEL,Belgium,2013,TT,,5-7 years,both,,,,
EUR,BEL,Belgium,2013,Pertussis,,5-7 years,both,,,,
EUR,BEL,Belgium,2013,IPVpolio,,5-7 years,both,,,,
EUR,BEL,Belgium,2013,HBV1-2-3,,10-13 years,both,,,only catch-up,
EUR,BEL,Belgium,2013,Diphtheriae,,14-16 years,both,,,,
EUR,BEL,Belgium,2013,Measles2,,10-13 years,both,,,,
EUR,BEL,Belgium,2013,Mumps2,,10-13 years,both,,,,
EUR,BEL,Belgium,2013,Pertussis,,14-16 years,both,,,,
EUR,BEL,Belgium,2013,TT,,14-16 years,both,,,,
EUR,BEL,Belgium,2014,HPV,Grade 7-8,,female,,,,
EUR,BEL,Belgium,2014,MMR,Grade 5,,both,,,,
EUR,BEL,Belgium,2014,DTP-IPV,Grade 1,,both,,,,
EUR,BEL,Belgium,2014,TDaP,Grade 9,,both,,,,
EUR,BIH,Bosnia and Herzegovina,2012,TT,,,both,9050,5773,,
EUR,BIH,Bosnia and Herzegovina,2012,Td,,,both,9850,8265,,
EUR,BIH,Bosnia and Herzegovina,2014,Td,,,both,7858,6330,,
EUR,BIH,Bosnia and Herzegovina,2014,TT,,,both,10102,7513,,
EUR,HRV,Croatia,2008,PPD/BCG,,only PPD negative,both,9143,8943,,
EUR,HRV,Croatia,2008,HepB,,,both,50445,49619,,
EUR,HRV,Croatia,2008,IPV,"1, 8",,both,86042,83182,,
EUR,HRV,Croatia,2008,Td,"1, 7, 8",,both,134662,129443,,
EUR,HRV,Croatia,2008,MMR,,,both,40248,39396,,
EUR,HRV,Croatia,2009,Tetanus and diphtheria toxoid for older children and adults,,,both,,,,
EUR,HRV,Croatia,2009,Hepatitis B vaccine,,,both,,,,
EUR,HRV,Croatia,2009,Hepatitis B vaccine,,,both,,,,
EUR,HRV,Croatia,2009,Hepatitis B vaccine,,,both,,,,
EUR,HRV,Croatia,2009,"Measles, mumps and rubella vaccine",,,both,,,,
EUR,HRV,Croatia,2009,Inactivated polio vaccine,,,both,,,,
EUR,HRV,Croatia,2009,Tetanus and diphtheria toxoid for older children and adults,,,both,,,,
EUR,HRV,Croatia,2009,Tetanus and diphtheria toxoid for older children and adults,,,both,,,,
EUR,HRV,Croatia,2009,Inactivated polio vaccine,,,both,,,,
EUR,HRV,Croatia,2010,Td,,,both,,,,
EUR,HRV,Croatia,2010,Td,VIII,,both,,,,
EUR,HRV,Croatia,2010,IPV,I,,both,,,,
EUR,HRV,Croatia,2010,TD,I,,both,,,,
EUR,HRV,Croatia,2010,MMR,I,,both,,,,
EUR,HRV,Croatia,2010,BCG,VII,,both,,,,
EUR,HRV,Croatia,2010,HepB,VI,,both,,,,
EUR,HRV,Croatia,2010,PPD,VII,,both,,,,
EUR,HRV,Croatia,2010,IPV,VIII,,both,,,,
EUR,HRV,Croatia,2011,"MMR, IPV, Td",1. grade,,both,,,,
EUR,HRV,Croatia,2011,Td,12. grade,,both,,,,
EUR,HRV,Croatia,2011,"IPV, Td",8. grade,,both,,,,
EUR,HRV,Croatia,2012,Td,,,both,,,,
EUR,HRV,Croatia,2012,TST (tuberculosis skin test PPD),,,both,,,,
EUR,HRV,Croatia,2012,HepB_Pediatric,,,both,,,,
EUR,HRV,Croatia,2012,IPV,,,both,,,,
EUR,HRV,Croatia,2012,Td,,,both,,,,
EUR,HRV,Croatia,2012,MMR,at school enrollment,,both,,,growth monitoring,
EUR,HRV,Croatia,2012,IPV,,,both,,,,
EUR,HRV,Croatia,2012,Td,last grade of highschool,,both,,,,
EUR,HRV,Croatia,2013,IPV,,,both,,,,
EUR,HRV,Croatia,2013,TST,,,both,,,,
EUR,HRV,Croatia,2013,HepB_Pediatric,,,both,,,,
EUR,HRV,Croatia,2013,Td,,,both,,,,
EUR,HRV,Croatia,2013,MMR,at school enrollment,,both,,,growth monitoring,
EUR,HRV,Croatia,2013,Td,last grade of highschool,,both,,,,
EUR,HRV,Croatia,2013,IPV,,,both,,,,
EUR,HRV,Croatia,2013,Td,,,both,,,,
EUR,HRV,Croatia,2014,HepB,,,both,40222,39181,,
EUR,HRV,Croatia,2014,IPV,"1, 8",,both,123241,117315,,
EUR,HRV,Croatia,2014,Td,"1, 8, 12",,both,130241,124778,,
EUR,HRV,Croatia,2014,MMR,,,both,41454,40125,,
EUR,CYP,Cyprus,2008,Td Adults,,,both,,,,
EUR,CYP,Cyprus,2008,MMR,"1,6",,both,,,,
EUR,CYP,Cyprus,2008,DTP,,,both,,,,
EUR,CYP,Cyprus,2008,HepB,"1,6,9",,both,,,,
EUR,CYP,Cyprus,2009,MMR,,,both,,,,
EUR,CYP,Cyprus,2009,DT ADULTS,,,both,,,,
EUR,CYP,Cyprus,2009,HEPATITIS B,"1,6,9",,both,,,,
EUR,CYP,Cyprus,2009,DTPIPV,,,both,,,,
EUR,CYP,Cyprus,2010,MMR,,,both,17000,455,,
EUR,CYP,Cyprus,2010,DT ADULTS,,,both,9000,2395,,
EUR,CYP,Cyprus,2010,MENINGITEC C,,,both,17000,618,,
EUR,CYP,Cyprus,2010,HEPATITIS B,"1,6,7",,both,25646,127,,
EUR,CYP,Cyprus,2010,DTPIPV,,,both,8100,207,,
EUR,CYP,Cyprus,2011,HEPATITIS B,"1,6,9",,both,25545,349,,
EUR,CYP,Cyprus,2011,MENINGITEC C,,,both,17144,758,,
EUR,CYP,Cyprus,2011,DT ADULTS,,,both,8401,1850,,
EUR,CYP,Cyprus,2011,MMR,"1,6,9",,both,25545,426,,
EUR,CYP,Cyprus,2011,DTPIPV,,,both,8346,134,,
EUR,CYP,Cyprus,2012,MENINGITEC C,,,both,17123,791,,
EUR,CYP,Cyprus,2012,DT ADULTS,,,both,8298,2351,,
EUR,CYP,Cyprus,2012,HEPATITIS B,"1,6,9",,both,25421,114,,
EUR,CYP,Cyprus,2012,MMR,"1,6,9",,both,25421,356,,
EUR,CYP,Cyprus,2012,DTPIPV,,,both,8405,164,,
EUR,CYP,Cyprus,2013,MENINGITEC C,,,both,17184,854,,
EUR,CYP,Cyprus,2013,HEPATITIS B,"1,6,9",,both,25129,60,,
EUR,CYP,Cyprus,2013,DT ADULTS,,,both,7945,2280,,
EUR,CYP,Cyprus,2013,IPV,,,both,8748,28,,
EUR,CYP,Cyprus,2013,DTPIPV,,,both,8706,230,,
EUR,CYP,Cyprus,2013,DT ADULTS,,,both,8748,125,,
EUR,CYP,Cyprus,2013,MMR,"1,6,9",,both,25129,434,,
EUR,CYP,Cyprus,2014,DT ADULTS,,12y,both,7980,97,,
EUR,CYP,Cyprus,2014,HEPATITIS B,,6y,both,8239,9,,
EUR,CYP,Cyprus,2014,MMR,,6y,both,8239,188,,
EUR,CYP,Cyprus,2014,DTPIPV,,6y,both,8239,193,,
EUR,CYP,Cyprus,2014,MENINGITEC C,,12y,both,7980,559,,
EUR,CYP,Cyprus,2014,DT ADULTS,,14y,both,7849,2320,,
EUR,CYP,Cyprus,2014,IPV,,14y,both,7849,67,,
EUR,CYP,Cyprus,2014,MMR,,12y,both,7980,245,,
EUR,CYP,Cyprus,2014,MENINGITEC C,,12y,both,7980,559,,
EUR,CYP,Cyprus,2014,MENINGITEC C,,6y,both,8239,78,,
EUR,CYP,Cyprus,2014,HEPATITIS B,,12y,both,7980,36,,
EUR,CYP,Cyprus,2014,MMR,,14y,both,7849,69,,
EUR,EST,Estonia,2013,"HepB 1,2,3",6-th class,12 y.o.,both,11595,5850,no,
EUR,EST,Estonia,2013,DTPA-IPV 5,1-st class,7 y.o.,both,15249,11927,no,
EUR,EST,Estonia,2013,MMR 2,7-th class,13 y.o.,both,11792,9907,no,
EUR,EST,Estonia,2013,dTpa,9-11-th class,15-17 y.o.,both,32122,20582,no,
EUR,FIN,Finland,2008,"dtap, difteria and tetanus toxoid with pertussis vaccine",,yrs 11-13,both,,,,
EUR,FIN,Finland,2009,"dtap, difteria and tetanus toxoid with pertussis vaccine",yrs 11-13,,,,,,
EUR,FIN,Finland,2010,dtap,,14-15,both,,,growth monitoring,
EUR,FIN,Finland,2011,"dtap (diphteria, tetanus and pertussis vaccine)",,14-15 yrs,both,,,,
EUR,FIN,Finland,2013,dtap,,14-15 yrs,both,,,,
EUR,GRC,Greece,2008,BCG,,,both,,,,
EUR,GRC,Greece,2009,BCG,,,both,,,,
EUR,GRC,Greece,2010,BCG,,,both,,,,
EUR,GRC,Greece,2011,BCG,,,both,,,,
EUR,GRC,Greece,2012,BCG,,,both,,,,
EUR,GRC,Greece,2013,BCG,,,both,,,,
EUR,GRC,Greece,2014,BCG,,,both,,,,
EUR,HUN,Hungary,2008,Hepatitis B,,,both,107991,107490,,
EUR,HUN,Hungary,2008,MMR,,,both,101764,101262,,
EUR,HUN,Hungary,2008,Td,,,both,102436,101910,,
EUR,HUN,Hungary,2009,Hepatitis B,7 and 8,13 and 14,both,204087,202909,,
EUR,HUN,Hungary,2009,MMR,,,both,97998,97321,,
EUR,HUN,Hungary,2010,MMR,,,both,94687,94174,,
EUR,HUN,Hungary,2010,Tdap,,,both,192628,191286,,
EUR,HUN,Hungary,2010,Hepatitis B,,,both,96536,96012,,
EUR,HUN,Hungary,2011,Hepatitis B,,,both,95282,94654,,
EUR,HUN,Hungary,2011,Tdap,,,both,87935,87654,,
EUR,HUN,Hungary,2011,MMR,,,both,93264,93144,,
EUR,HUN,Hungary,2012,Tdap,grade 6,,both,94989,94250,,
EUR,HUN,Hungary,2012,MMR,grade 6,,both,95086,94593,,
EUR,HUN,Hungary,2012,hepatitis B,grade 7,,both,,,,
EUR,HUN,Hungary,2013,Hepatitis B,,,both,93723,93169,,
EUR,HUN,Hungary,2013,Tdap,,,both,93827,93127,,
EUR,HUN,Hungary,2013,MMR2,,,both,93843,93353,,
EUR,HUN,Hungary,2014,HPV,,,female,46023,35284,,
EUR,HUN,Hungary,2014,Hepatitis B,,,both,91795,91366,,
EUR,HUN,Hungary,2014,MMR2,,,both,93019,92595,,
EUR,HUN,Hungary,2014,Tdap,,,both,93930,92410,,
EUR,ISL,Iceland,2008,DTaP,,5Y,both,,,,
EUR,ISL,Iceland,2008,MMR,,12Y,both,,,,
EUR,ISL,Iceland,2008,DTaP-IPV,,14Y,both,,,,
EUR,ISL,Iceland,2009,DTP-IPV (Boostrix-Polio),,14Y,both,4500,4500,yes,
EUR,ISL,Iceland,2009,MMR (Priorix),,12 Y,both,4500,4500,yes,
EUR,ISL,Iceland,2010,DTP-IPV,,14 Y,both,4458,4458,yes,
EUR,ISL,Iceland,2010,MMR,,12 Y,both,4306,,yes,
EUR,ISL,Iceland,2011,MMR,,12 Y,both,4264,4264,Physical exam,
EUR,ISL,Iceland,2011,HPV,5 and 6,12Y and 13Y,female,4238,4238,Physical exam,
EUR,ISL,Iceland,2011,DTP-IPV,,14 Y,both,4420,4420,Physical exam,
EUR,ISL,Iceland,2012,HPV,5 and 6,12Y and 13Y,female,4238,,Physical exam,
EUR,ISL,Iceland,2012,DTP-IPV,,14 Y,both,4420,,Physical exam,
EUR,ISL,Iceland,2012,MMR,,12 Y,both,4264,,Physical exam,
EUR,ISL,Iceland,2013,DTP-IPV,,14 Y,both,4406,4291,Physical exam,
EUR,ISL,Iceland,2013,MMR,,12 Y,both,4250,4002,Physical exam,
EUR,ISL,Iceland,2013,HPV,,12Y,female,2154,2031,Physical exam,
EUR,ISL,Iceland,2014,DTP-IPV,,14 Y,both,4250,3995,Physical examination,
EUR,ISL,Iceland,2014,MMR,,12 Y,both,4202,3908,Physical examination,
EUR,ISL,Iceland,2014,HPV,,12Y,female,2051,5619,Physical examination,
EUR,IRL,Ireland,2008,Td,,11-14years,both,,,None,
EUR,IRL,Ireland,2008,MMR,Class 1,,both,,,None,
EUR,IRL,Ireland,2008,DTaP/IPV,Class 1,,both,,,None,
EUR,IRL,Ireland,2009,Tdap,,11-14 years,both,,,,
EUR,IRL,Ireland,2009,MMR,,4-5 years,both,,,,
EUR,IRL,Ireland,2009,TdaP/IPV,,4-5 years,both,,,,
EUR,IRL,Ireland,2010,DTaP/IPV,Class 1,4-5 years,both,,,None,
EUR,IRL,Ireland,2010,Td,,11-14 years,both,,,None,
EUR,IRL,Ireland,2010,MMR,Class 1,4-5 years,both,,,None,
EUR,IRL,Ireland,2010,HPV,1st year in second level schools schools,,female,29000,,None,
EUR,IRL,Ireland,2011,HPV,1st year in secondary schools,,female,,,,
EUR,IRL,Ireland,2011,DTaP/IPV,,4-5 years,both,,,,
EUR,IRL,Ireland,2011,MMR,,4-5 years,both,,,,
EUR,IRL,Ireland,2011,Tdap,,11-14 years,both,,,,
EUR,IRL,Ireland,2012,MMR,,4-5 years,both,56017,56017,,
EUR,IRL,Ireland,2012,HPV3,,1st year in secondary schools and aged 12 years in special schools/home schooled/out of school,female,28543,22998,,
EUR,IRL,Ireland,2012,Tdap,,11-14 years,both,19602,16663,,
EUR,IRL,Ireland,2012,DTaP/IPV,,4-5 years,both,50210,43305,,
EUR,IRL,Ireland,2013,Tdap,1st year of second level school,11-14 years,both,53706,40498,,
EUR,IRL,Ireland,2013,DTaP/IPV,,4-5 years,both,53556,48424,,
EUR,IRL,Ireland,2013,HPV,1st year of second level school,11-14 years,female,29960,24361,,
EUR,IRL,Ireland,2013,MMR,,4-5 years,both,59057,52604,,
EUR,IRL,Ireland,2014,DTaP/IPV Public Health Administered,Primary (Junior Infants),4-5 years,both,69258,63384,,
EUR,IRL,Ireland,2014,HPV3,1st year in second level schools and those turning 12 years of age during the academic year and  in No second level schools i.e. special schools/home schooled. Data here are for the academic year 2013/2014.,1st year in second level schools and those turning 12 years of age during the academic year and  in No second level schools i.e. special schools/home schooled. Data here are for the academic year 2013/2014.,female,30595,25734,,
EUR,IRL,Ireland,2014,MMR  GP Administered,Primary (Junior Infants),4-5 years,both,3999,3708,,
EUR,IRL,Ireland,2014,MMR  Public Health Administered,Primary (Junior Infants),4-5 years,both,69258,63243,,
EUR,IRL,Ireland,2014,Tdap,1st year of second level school and their age equivalents in non-second level schools e.g. special schools. Data here are for the academic year 2013/2014.,1st year of second level school and their age equivalents in non-second level schools e.g. special schools. Data here are for the academic year 2013/2014.,both,61184,50407,,
EUR,IRL,Ireland,2014,DTaP/IPV GP Administered,Primary (Junior Infants),4-5 years,both,3999,3686,,
EUR,ISR,Israel,2008,MMRV,,6Y,both,140000,140000,,
EUR,ISR,Israel,2008,dTap-IPV,,7Y,both,140000,140000,,
EUR,ISR,Israel,2008,dTap,,14 Y,both,140000,140000,,
EUR,ISR,Israel,2009,dTap,,14 Y,both,118641,101976,,
EUR,ISR,Israel,2009,dTap-IPV,,7Y,both,1331115,124098,,
EUR,ISR,Israel,2009,MMRV,,6Y,both,137324,126878,,
EUR,ISR,Israel,2010,dTap,,14 Y,both,105923,118595,,
EUR,ISR,Israel,2010,dTap-IPV,,7Y,both,134898,125315,,
EUR,ISR,Israel,2010,MMRV,,6Y,both,145808,135306,,
EUR,ISR,Israel,2011,MMRV,,6Y,both,140559,121244,,
EUR,ISR,Israel,2011,dTap-IPV,,7Y,both,143249,128109,,
